;;;ÓÁÌË˜Ì˚Â;œÓÎÂ 3;œÓÎÂ 2;œÓÎÂ 1;œÓÎÂ 4;œÓÎÂ 7
VKMV11.9X650;SKF;0;209.22;177.54;157.08;146.52;144.54;139.92
VKMV11.9X710;SKF;0;268.62;228.36;201.3;188.1;185.46;180.18
VKMV11.9X758;SKF;0;262.02;222.42;196.68;183.48;180.84;175.56
VKMV11.9X772;SKF;0;252.12;214.5;189.42;176.22;174.24;168.96
VKMV11.9X783;SKF;0;238.26;202.62;178.86;166.98;164.34;159.72
VKMV11.9X793;SKF;0;297;252.78;223.08;207.9;205.26;199.32
VKMV11.9X903;SKF;0;299.64;254.76;225.06;209.88;206.58;200.64
VKMV11.9X950;SKF;0;260.7;221.76;195.36;182.82;180.18;174.9
VKMV13AVX1000;SKF;0;347.16;295.02;260.7;242.88;239.58;232.32
VKMV13AVX1015;SKF;0;384.78;327.36;288.42;269.28;265.32;258.06
VKMV13AVX1025;SKF;0;427.68;363.66;320.76;299.64;295.02;286.44
VKMV13AVX1045;SKF;0;345.84;293.7;259.38;242.22;238.92;231.66
VKMV13AVX1050;SKF;0;432.96;368.28;324.72;302.94;298.98;290.4
VKMV13AVX1080;SKF;0;370.92;315.48;278.52;259.38;256.08;248.82
VKMV13AVX1085;SKF;0;320.1;271.92;240.24;224.4;221.1;214.5
VKMV13AVX1100;SKF;0;483.78;411.18;363;338.58;333.96;324.06
VKMV13AVX1125;SKF;0;452.76;384.78;339.9;316.8;312.18;303.6
VKMV13AVX1145;SKF;0;402.6;342.54;302.28;281.82;277.86;269.94
VKMV13AVX1150;SKF;0;388.74;330.66;291.72;271.92;267.96;260.7
VKMV13AVx1175;SKF;0;398.64;338.58;298.98;279.18;275.22;267.3
VKMV13AVX1200;SKF;0;483.12;410.52;362.34;337.92;333.3;323.4
VKMV13AVX1210;SKF;0;408.54;347.16;306.24;285.78;281.82;273.9
VKMV13AVx1225;SKF;0;398.64;338.58;298.98;279.18;275.22;267.3
VKMV13AVX1250;SKF;0;501.6;426.36;376.2;351.12;345.84;335.94
VKMV13AVX1275;SKF;0;431.64;366.96;324.06;302.28;297.66;289.08
VKMV13AVX1350;SKF;0;599.28;509.52;449.46;419.76;413.82;401.28
VKMV13AVX1370;SKF;0;431.64;366.96;324.06;302.28;297.66;289.08
VKMV13AVX1375;SKF;0;553.08;469.92;415.14;387.42;381.48;370.26
VKMV13AVx1395;SKF;0;504.24;428.34;378.18;353.1;347.82;337.92
VKMV13AVX1400;SKF;0;493.02;419.1;369.6;345.18;339.9;330
VKMV13AVX1410;SKF;0;441.54;375.54;331.32;308.88;304.92;295.68
VKMV13AVX1445;SKF;0;452.76;384.78;339.9;316.8;312.18;303.6
VKMV13AVX1450;SKF;0;544.5;462.66;408.54;381.48;375.54;364.98
VKMV13AVX1525;SKF;0;504.24;428.34;378.18;353.1;347.82;337.92
VKMV13AVX1550;SKF;0;498.96;424.38;374.22;349.14;344.52;334.62
VKMV13AVX630;SKF;0;239.58;203.94;179.52;167.64;165;160.38
VKMV13AVX635;SKF;0;252.12;214.5;189.42;176.22;174.24;168.96
VKMV13AVX655;SKF;0;316.14;268.62;236.94;221.1;218.46;211.86
VKMV13AVX660;SKF;0;291.06;247.5;218.46;203.94;200.64;194.7
VKMV13AVX715;SKF;0;273.24;232.32;205.26;191.4;188.76;182.82
VKMV13AVX725;SKF;0;347.16;295.02;260.7;242.88;239.58;232.32
VKMV13AVX737;SKF;0;326.04;277.2;244.86;228.36;225.06;218.46
VKMV13AVX744;SKF;0;326.04;277.2;244.86;228.36;225.06;218.46
VKMV13AVX745;SKF;0;263.34;223.74;197.34;184.14;181.5;176.22
VKMV13AVX750;SKF;0;307.56;261.36;231;215.16;212.52;205.92
VKMV13AVX762;SKF;0;316.14;268.62;236.94;221.1;218.46;211.86
VKMV13AVX765;SKF;0;275.88;234.3;207.24;193.38;190.08;184.8
VKMV13AVX775;SKF;0;304.92;259.38;229.02;213.18;210.54;204.6
VKMV13AVX780;SKF;0;270.6;230.34;203.28;189.42;186.78;181.5
VKMV13AVX790;SKF;0;270.6;230.34;203.28;189.42;186.78;181.5
VKMV13AVX800;SKF;0;320.1;271.92;240.24;224.4;221.1;214.5
VKMV13AVX810;SKF;0;279.84;237.6;209.88;196.02;193.38;187.44
VKMV13AVX825;SKF;0;330;280.5;247.5;231;227.7;221.1
VKMV13AVX830;SKF;0;284.46;241.56;213.18;199.32;196.02;190.74
VKMV13AVX833;SKF;0;314.82;267.3;236.28;220.44;217.14;211.2
VKMV13AVX835;SKF;0;304.92;259.38;229.02;213.18;210.54;204.6
VKMV13AVX840;SKF;0;285.78;242.88;214.5;199.98;197.34;191.4
VKMV13AVX841;SKF;0;338.58;287.76;254.1;236.94;233.64;227.04
VKMV13AVX850;SKF;0;275.88;234.3;207.24;193.38;190.08;184.8
VKMV13AVX865;SKF;0;334.62;284.46;250.8;234.3;231;224.4
VKMV13AVX875;SKF;0;284.46;241.56;213.18;199.32;196.02;190.74
VKMV13AVX880;SKF;0;299.64;254.76;225.06;209.88;206.58;200.64
VKMV13AVX885;SKF;0;299.64;254.76;225.06;209.88;206.58;200.64
VKMV13AVX889;SKF;0;347.16;295.02;260.7;242.88;239.58;232.32
VKMV13AVX900;SKF;0;289.74;246.18;217.14;202.62;199.98;194.04
VKMV13AVX915;SKF;0;351.12;298.32;263.34;245.52;242.22;234.96
VKMV13AVX925;SKF;0;293.7;249.48;220.44;205.92;202.62;196.68
VKMV13AVX927;SKF;0;353.76;300.96;265.32;247.5;244.2;236.94
VKMV13AVX930;SKF;0;394.02;334.62;295.68;275.88;271.92;264
VKMV13AVX935;SKF;0;297;252.78;223.08;207.9;205.26;199.32
VKMV13AVX940;SKF;0;316.14;268.62;236.94;221.1;218.46;211.86
VKMV13AVX945;SKF;0;367.62;312.18;275.88;257.4;253.44;246.18
VKMV13AVX950;SKF;0;299.64;254.76;225.06;209.88;206.58;200.64
VKMV13AVX953;SKF;0;359.7;305.58;269.94;252.12;248.16;240.9
VKMV13AVX955;SKF;0;308.22;262.02;231;215.82;212.52;206.58
VKMV13AVX960;SKF;0;323.4;275.22;242.88;226.38;223.08;216.48
VKMV13AVX965;SKF;0;352.44;299.64;264.66;246.84;242.88;236.28
VKMV13AVX975;SKF;0;302.28;256.74;227.04;211.86;208.56;202.62
VKMV13AVX980;SKF;0;328.68;279.18;246.84;230.34;227.04;220.44
VKMV13AVX990;SKF;0;370.92;315.48;278.52;259.38;256.08;248.82
VKMV17AVX1030;SKF;0;510.18;433.62;382.8;357.06;351.78;341.88
VKMV17AVX1035;SKF;0;514.14;436.92;385.44;359.7;355.08;344.52
VKMV17AVX1040;SKF;0;515.46;438.24;386.76;361.02;355.74;345.18
VKMV17AVX1055;SKF;0;665.94;566.28;499.62;465.96;459.36;446.16
VKMV17AVX1085;SKF;0;555.72;472.56;417.12;388.74;383.46;372.24
VKMV17AVX1090;SKF;0;536.58;456.06;402.6;375.54;370.26;359.7
VKMV17AVX1105;SKF;0;544.5;462.66;408.54;381.48;375.54;364.98
VKMV3PK1006;SKF;0;667.26;566.94;500.28;467.28;460.68;446.82
VKMV3PK1023;SKF;0;366.3;311.52;274.56;256.74;252.78;245.52
VKMV3PK1040;SKF;0;401.28;341.22;300.96;281.16;277.2;268.62
VKMV3PK1120;SKF;0;373.56;317.46;280.5;261.36;258.06;250.14
VKMV3PK495;SKF;0;332.64;282.48;249.48;232.98;229.68;223.08
VKMV3PK515;SKF;0;291.06;247.5;218.46;203.94;200.64;194.7
VKMV3PK542;SKF;0;279.84;237.6;209.88;196.02;193.38;187.44
VKMV3PK597;SKF;0;253.44;215.16;190.08;177.54;174.9;169.62
VKMV3PK630;SKF;0;302.28;256.74;227.04;211.86;208.56;202.62
VKMV3PK640;SKF;0;300.96;256.08;225.72;210.54;207.9;201.96
VKMV3PK648;SKF;0;198;168.3;148.5;138.6;136.62;132.66
VKMV3PK649;SKF;0;300.96;256.08;225.72;210.54;207.9;201.96
VKMV3PK665;SKF;0;297;252.78;223.08;207.9;205.26;199.32
VKMV3PK668;SKF;0;268.62;228.36;201.3;188.1;185.46;180.18
VKMV3PK670;SKF;0;335.94;285.78;252.12;234.96;231.66;225.06
VKMV3PK675;SKF;0;270.6;230.34;203.28;189.42;186.78;181.5
VKMV3PK683;SKF;0;248.16;211.2;186.12;173.58;170.94;166.32
VKMV3PK685;SKF;0;170.28;144.54;128.04;119.46;117.48;114.18
VKMV3PK703;SKF;0;246.84;209.88;185.46;172.92;170.28;165.66
VKMV3PK712;SKF;0;263.34;223.74;197.34;184.14;181.5;176.22
VKMV3PK719;SKF;0;253.44;215.16;190.08;177.54;174.9;169.62
VKMV3PK738;SKF;0;361.02;306.9;270.6;252.78;248.82;241.56
VKMV3PK740;SKF;0;326.04;277.2;244.86;228.36;225.06;218.46
VKMV3PK750;SKF;0;324.72;275.88;243.54;227.04;223.74;217.8
VKMV3PK751;SKF;0;352.44;299.64;264.66;246.84;242.88;236.28
VKMV3PK753;SKF;0;332.64;282.48;249.48;232.98;229.68;223.08
VKMV3PK760;SKF;0;332.64;282.48;249.48;232.98;229.68;223.08
VKMV3PK775;SKF;0;291.06;247.5;218.46;203.94;200.64;194.7
VKMV3PK814;SKF;0;291.06;247.5;218.46;203.94;200.64;194.7
VKMV3PK815;SKF;0;339.9;289.08;254.76;238.26;234.3;227.7
VKMV3PK828;SKF;0;291.06;247.5;218.46;203.94;200.64;194.7
VKMV3PK835;SKF;0;291.06;247.5;218.46;203.94;200.64;194.7
VKMV3PK850;SKF;0;328.68;279.18;246.84;230.34;227.04;220.44
VKMV3PK860;SKF;0;324.72;275.88;243.54;227.04;223.74;217.8
VKMV3PK863;SKF;0;293.7;249.48;220.44;205.92;202.62;196.68
VKMV3PK866;SKF;0;284.46;241.56;213.18;199.32;196.02;190.74
VKMV3PK890;SKF;0;376.2;320.1;282.48;263.34;259.38;252.12
VKMV3PK905;SKF;0;421.08;357.72;316.14;295.02;290.4;281.82
VKMV3PK915;SKF;0;326.04;277.2;244.86;228.36;225.06;218.46
VKMV3PK935;SKF;0;397.32;337.92;298.32;277.86;273.9;265.98
VKMV3PK946;SKF;0;401.28;341.22;300.96;281.16;277.2;268.62
VKMV3SK751;SKF;0;997.92;848.1;748.44;698.28;688.38;668.58
VKMV3SK842;SKF;0;476.52;405.24;357.72;333.3;328.68;319.44
VKMV3SK856;SKF;0;640.86;544.5;480.48;448.8;442.2;429.66
VKMV3SK863;SKF;0;475.2;403.92;356.4;332.64;328.02;318.12
VKMV3SK977;SKF;0;437.58;372.24;328.02;306.24;301.62;293.04
VKMV4PK1000;SKF;0;461.34;392.04;345.84;322.74;318.12;308.88
VKMV4PK1005;SKF;0;578.16;491.7;433.62;404.58;398.64;387.42
VKMV4PK1006;SKF;0;477.84;405.9;358.38;334.62;330;320.1
VKMV4PK1010;SKF;0;475.2;403.92;356.4;332.64;328.02;318.12
VKMV4PK1015;SKF;0;466.62;396.66;349.8;326.7;322.08;312.84
VKMV4PK1020;SKF;0;437.58;372.24;328.02;306.24;301.62;293.04
VKMV4PK1025;SKF;0;498.96;424.38;374.22;349.14;344.52;334.62
VKMV4PK1045;SKF;0;486.42;413.16;364.98;340.56;335.94;326.04
VKMV4PK1048;SKF;0;462.66;393.36;347.16;324.06;319.44;310.2
VKMV4PK1050;SKF;0;445.5;378.84;333.96;312.18;307.56;298.32
VKMV4PK1052;SKF;0;599.28;509.52;449.46;419.76;413.82;401.28
VKMV4PK1060;SKF;0;452.76;384.78;339.9;316.8;312.18;303.6
VKMV4PK1062;SKF;0;479.16;407.22;359.7;335.28;330.66;320.76
VKMV4PK1063;SKF;0;617.1;524.7;462.66;432.3;425.7;413.16
VKMV4PK1065;SKF;0;447.48;380.16;335.94;313.5;308.88;299.64
VKMV4PK1068;SKF;0;485.1;412.5;363.66;339.9;334.62;324.72
VKMV4PK1070;SKF;0;607.2;516.12;455.4;425.04;419.1;406.56
VKMV4PK1072;SKF;0;475.2;403.92;356.4;332.64;328.02;318.12
VKMV4PK1080;SKF;0;446.16;379.5;334.62;312.18;307.56;298.98
VKMV4PK1090;SKF;0;446.16;379.5;334.62;312.18;307.56;298.98
VKMV4PK1110;SKF;0;486.42;413.16;364.98;340.56;335.94;326.04
VKMV4PK1115;SKF;0;628.32;533.94;471.24;439.56;433.62;421.08
VKMV4PK1120;SKF;0;500.28;425.04;375.54;350.46;345.18;335.28
VKMV4PK1160;SKF;0;520.74;442.86;390.72;364.32;359.04;349.14
VKMV4PK1165;SKF;0;510.18;433.62;382.8;357.06;351.78;341.88
VKMV4PK1170;SKF;0;558.36;474.54;419.1;390.72;385.44;374.22
VKMV4PK1205;SKF;0;498.96;424.38;374.22;349.14;344.52;334.62
VKMV4PK1217;SKF;0;500.28;425.04;375.54;350.46;345.18;335.28
VKMV4PK1218;SKF;0;510.18;433.62;382.8;357.06;351.78;341.88
VKMV4PK1220;SKF;0;512.82;435.6;384.78;359.04;353.76;343.86
VKMV4PK1230;SKF;0;546.48;464.64;409.86;382.8;376.86;366.3
VKMV4PK1237;SKF;0;576.84;490.38;432.96;403.92;397.98;386.76
VKMV4PK1238;SKF;0;508.2;432.3;381.48;355.74;350.46;340.56
VKMV4PK1240;SKF;0;558.36;474.54;419.1;390.72;385.44;374.22
VKMV4PK1260;SKF;0;533.28;453.42;399.96;373.56;368.28;357.06
VKMV4PK1272;SKF;0;550.44;467.94;413.16;385.44;379.5;368.94
VKMV4PK1280;SKF;0;553.08;469.92;415.14;387.42;381.48;370.26
VKMV4PK1312;SKF;0;562.98;478.5;422.4;394.02;388.74;377.52
VKMV4PK1322;SKF;0;498.96;424.38;374.22;349.14;344.52;334.62
VKMV4PK1390;SKF;0;578.16;491.7;433.62;404.58;398.64;387.42
VKMV4PK1395;SKF;0;463.98;394.68;347.82;324.72;320.1;310.86
VKMV4PK1440;SKF;0;599.28;509.52;449.46;419.76;413.82;401.28
VKMV4PK1470;SKF;0;632.28;537.24;474.54;442.86;436.26;423.72
VKMV4PK1482;SKF;0;402.6;342.54;302.28;281.82;277.86;269.94
VKMV4PK1511;SKF;0;413.82;351.78;310.2;289.74;285.78;277.2
VKMV4PK1520;SKF;0;510.18;433.62;382.8;357.06;351.78;341.88
VKMV4PK1538;SKF;0;613.14;521.4;460.02;429;423.06;410.52
VKMV4PK1560;SKF;0;539.22;458.04;404.58;377.52;372.24;361.02
VKMV4PK1580;SKF;0;708.84;602.58;531.96;496.32;489.06;475.2
VKMV4PK1590;SKF;0;708.84;602.58;531.96;496.32;489.06;475.2
VKMV4PK1600;SKF;0;678.48;576.84;508.86;475.2;467.94;454.74
VKMV4PK1645;SKF;0;881.76;749.76;661.32;617.1;608.52;590.7
VKMV4PK1705;SKF;0;678.48;576.84;508.86;475.2;467.94;454.74
VKMV4PK1710;SKF;0;678.48;576.84;508.86;475.2;467.94;454.74
VKMV4PK1720;SKF;0;731.28;621.72;548.46;512.16;504.9;489.72
VKMV4PK1755;SKF;0;908.16;772.2;681.12;635.58;626.34;608.52
VKMV4PK1770;SKF;0;746.46;634.26;559.68;522.72;514.8;500.28
VKMV4PK1790;SKF;0;691.02;587.4;518.1;483.78;476.52;462.66
VKMV4PK1850;SKF;0;979.44;832.26;734.58;685.74;675.84;656.04
VKMV4PK560;SKF;0;326.04;277.2;244.86;228.36;225.06;218.46
VKMV4PK595;SKF;0;306.24;260.04;229.68;214.5;211.2;205.26
VKMV4PK613;SKF;0;347.16;295.02;260.7;242.88;239.58;232.32
VKMV4PK635;SKF;0;278.52;236.94;209.22;194.7;192.06;186.78
VKMV4PK643;SKF;0;332.64;282.48;249.48;232.98;229.68;223.08
VKMV4PK645;SKF;0;366.3;311.52;274.56;256.74;252.78;245.52
VKMV4PK648;SKF;0;324.72;275.88;243.54;227.04;223.74;217.8
VKMV4PK650;SKF;0;326.04;277.2;244.86;228.36;225.06;218.46
VKMV4PK654;SKF;0;326.04;277.2;244.86;228.36;225.06;218.46
VKMV4PK665;SKF;0;291.06;247.5;218.46;203.94;200.64;194.7
VKMV4PK668;SKF;0;341.22;289.74;256.08;238.92;235.62;228.36
VKMV4PK675;SKF;0;298.32;253.44;223.74;208.56;205.92;199.98
VKMV4PK690;SKF;0;480.48;408.54;360.36;336.6;331.32;322.08
VKMV4PK695;SKF;0;401.28;341.22;300.96;281.16;277.2;268.62
VKMV4PK698;SKF;0;345.84;293.7;259.38;242.22;238.92;231.66
VKMV4PK703;SKF;0;370.92;315.48;278.52;259.38;256.08;248.82
VKMV4PK710;SKF;0;348.48;296.34;261.36;244.2;240.24;233.64
VKMV4PK715;SKF;0;366.3;311.52;274.56;256.74;252.78;245.52
VKMV4PK718;SKF;0;408.54;347.16;306.24;285.78;281.82;273.9
VKMV4PK720;SKF;0;332.64;282.48;249.48;232.98;229.68;223.08
VKMV4PK724;SKF;0;431.64;366.96;324.06;302.28;297.66;289.08
VKMV4PK725;SKF;0;391.38;332.64;293.7;273.9;269.94;262.02
VKMV4PK730;SKF;0;338.58;287.76;254.1;236.94;233.64;227.04
VKMV4PK735;SKF;0;332.64;282.48;249.48;232.98;229.68;223.08
VKMV4PK736;SKF;0;394.02;334.62;295.68;275.88;271.92;264
VKMV4PK742;SKF;0;430.32;365.64;322.74;300.96;297;288.42
VKMV4PK745;SKF;0;362.34;308.22;271.92;253.44;250.14;242.88
VKMV4PK750;SKF;0;452.76;384.78;339.9;316.8;312.18;303.6
VKMV4PK755;SKF;0;382.8;325.38;287.1;267.96;264;256.74
VKMV4PK760;SKF;0;420.42;357.06;315.48;294.36;290.4;281.82
VKMV4PK765;SKF;0;437.58;372.24;328.02;306.24;301.62;293.04
VKMV4PK767;SKF;0;412.5;350.46;309.54;289.08;284.46;276.54
VKMV4PK770;SKF;0;367.62;312.18;275.88;257.4;253.44;246.18
VKMV4PK773;SKF;0;334.62;284.46;250.8;234.3;231;224.4
VKMV4PK775;SKF;0;326.04;277.2;244.86;228.36;225.06;218.46
VKMV4PK778;SKF;0;429;364.98;322.08;300.3;296.34;287.76
VKMV4PK779;SKF;0;420.42;357.06;315.48;294.36;290.4;281.82
VKMV4PK780;SKF;0;320.76;272.58;240.9;224.4;221.1;215.16
VKMV4PK781;SKF;0;716.1;608.52;537.24;501.6;494.34;479.82
VKMV4PK785;SKF;0;370.92;315.48;278.52;259.38;256.08;248.82
VKMV4PK788;SKF;0;366.3;311.52;274.56;256.74;252.78;245.52
VKMV4PK790;SKF;0;366.3;311.52;274.56;256.74;252.78;245.52
VKMV4PK795;SKF;0;415.14;353.1;311.52;290.4;286.44;277.86
VKMV4PK800;SKF;0;415.14;353.1;311.52;290.4;286.44;277.86
VKMV4PK805;SKF;0;401.28;341.22;300.96;281.16;277.2;268.62
VKMV4PK810;SKF;0;774.84;658.68;581.46;542.52;534.6;519.42
VKMV4PK815;SKF;0;486.42;413.16;364.98;340.56;335.94;326.04
VKMV4PK820;SKF;0;361.02;306.9;270.6;252.78;248.82;241.56
VKMV4PK825;SKF;0;421.08;357.72;316.14;295.02;290.4;281.82
VKMV4PK829;SKF;0;425.04;361.02;318.78;297.66;293.04;284.46
VKMV4PK830;SKF;0;421.08;357.72;316.14;295.02;290.4;281.82
VKMV4PK832;SKF;0;420.42;357.06;315.48;294.36;290.4;281.82
VKMV4PK834;SKF;0;520.74;442.86;390.72;364.32;359.04;349.14
VKMV4PK835;SKF;0;498.96;424.38;374.22;349.14;344.52;334.62
VKMV4PK836;SKF;0;437.58;372.24;328.02;306.24;301.62;293.04
VKMV4PK840;SKF;0;437.58;372.24;328.02;306.24;301.62;293.04
VKMV4PK841;SKF;0;388.74;330.66;291.72;271.92;267.96;260.7
VKMV4PK843;SKF;0;452.76;384.78;339.9;316.8;312.18;303.6
VKMV4PK845;SKF;0;447.48;380.16;335.94;313.5;308.88;299.64
VKMV4PK848;SKF;0;409.86;348.48;307.56;287.1;282.48;274.56
VKMV4PK850;SKF;0;384.78;327.36;288.42;269.28;265.32;258.06
VKMV4PK854;SKF;0;395.34;335.94;296.34;276.54;272.58;264.66
VKMV4PK855;SKF;0;441.54;375.54;331.32;308.88;304.92;295.68
VKMV4PK860;SKF;0;395.34;335.94;296.34;276.54;272.58;264.66
VKMV4PK863;SKF;0;416.46;353.76;312.18;291.72;287.1;279.18
VKMV4PK865;SKF;0;441.54;375.54;331.32;308.88;304.92;295.68
VKMV4PK866;SKF;0;397.32;337.92;298.32;277.86;273.9;265.98
VKMV4PK870;SKF;0;394.02;334.62;295.68;275.88;271.92;264
VKMV4PK875;SKF;0;432.96;368.28;324.72;302.94;298.98;290.4
VKMV4PK878;SKF;0;437.58;372.24;328.02;306.24;301.62;293.04
VKMV4PK880;SKF;0;415.14;353.1;311.52;290.4;286.44;277.86
VKMV4PK882;SKF;0;395.34;335.94;296.34;276.54;272.58;264.66
VKMV4PK885;SKF;0;363.66;308.88;272.58;254.76;250.8;243.54
VKMV4PK889;SKF;0;429;364.98;322.08;300.3;296.34;287.76
VKMV4PK890;SKF;0;388.74;330.66;291.72;271.92;267.96;260.7
VKMV4PK895;SKF;0;401.28;341.22;300.96;281.16;277.2;268.62
VKMV4PK897;SKF;0;524.04;445.5;393.36;366.96;361.68;351.12
VKMV4PK900;SKF;0;438.9;372.9;329.34;307.56;302.94;294.36
VKMV4PK903;SKF;0;437.58;372.24;328.02;306.24;301.62;293.04
VKMV4PK907;SKF;0;421.08;357.72;316.14;295.02;290.4;281.82
VKMV4PK908;SKF;0;362.34;308.22;271.92;253.44;250.14;242.88
VKMV4PK910;SKF;0;408.54;347.16;306.24;285.78;281.82;273.9
VKMV4PK915;SKF;0;401.28;341.22;300.96;281.16;277.2;268.62
VKMV4PK920;SKF;0;373.56;317.46;280.5;261.36;258.06;250.14
VKMV4PK925;SKF;0;446.16;379.5;334.62;312.18;307.56;298.98
VKMV4PK928;SKF;0;384.78;327.36;288.42;269.28;265.32;258.06
VKMV4PK930;SKF;0;543.18;462;407.22;380.16;374.88;363.66
VKMV4PK938;SKF;0;469.26;398.64;351.78;328.68;324.06;314.16
VKMV4PK940;SKF;0;514.14;436.92;385.44;359.7;355.08;344.52
VKMV4PK945;SKF;0;454.08;386.1;340.56;318.12;313.5;304.26
VKMV4PK946;SKF;0;452.76;384.78;339.9;316.8;312.18;303.6
VKMV4PK949;SKF;0;463.98;394.68;347.82;324.72;320.1;310.86
VKMV4PK950;SKF;0;469.26;398.64;351.78;328.68;324.06;314.16
VKMV4PK954;SKF;0;383.46;326.04;287.76;268.62;264.66;256.74
VKMV4PK955;SKF;0;463.98;394.68;347.82;324.72;320.1;310.86
VKMV4PK962;SKF;0;445.5;378.84;333.96;312.18;307.56;298.32
VKMV4PK964;SKF;0;434.94;369.6;326.04;304.26;300.3;291.72
VKMV4PK968;SKF;0;823.68;700.26;617.76;576.84;568.26;551.76
VKMV4PK970;SKF;0;560.34;476.52;420.42;392.04;386.76;375.54
VKMV4PK980;SKF;0;445.5;378.84;333.96;312.18;307.56;298.32
VKMV4PK985;SKF;0;467.94;397.98;351.12;327.36;322.74;313.5
VKMV4PK990;SKF;0;483.78;411.18;363;338.58;333.96;324.06
VKMV4PK995;SKF;0;462.66;393.36;347.16;324.06;319.44;310.2
VKMV4SK1022;SKF;0;671.22;570.24;503.58;469.92;463.32;449.46
VKMV4SK1117;SKF;0;827.64;703.56;621.06;579.48;570.9;554.4
VKMV4SK663;SKF;0;405.24;344.52;304.26;283.8;279.84;271.26
VKMV4SK711;SKF;0;431.64;366.96;324.06;302.28;297.66;289.08
VKMV4SK790;SKF;0;430.32;365.64;322.74;300.96;297;288.42
VKMV4SK803;SKF;0;588.06;499.62;440.88;411.84;405.9;394.02
VKMV4SK810;SKF;0;467.94;397.98;351.12;327.36;322.74;313.5
VKMV4SK824;SKF;0;391.38;332.64;293.7;273.9;269.94;262.02
VKMV4SK830;SKF;0;462.66;393.36;347.16;324.06;319.44;310.2
VKMV4SK836;SKF;0;583.44;495.66;437.58;408.54;402.6;390.72
VKMV4SK895;SKF;0;571.56;485.76;429;399.96;394.68;382.8
VKMV4SK903;SKF;0;489.06;415.8;366.96;342.54;337.26;327.36
VKMV4SK906;SKF;0;684.42;581.46;513.48;479.16;472.56;458.7
VKMV4SK917;SKF;0;597.96;508.2;448.8;418.44;412.5;400.62
VKMV4SK922;SKF;0;646.8;549.78;485.1;452.76;446.16;433.62
VKMV4SK924;SKF;0;722.04;613.8;541.86;505.56;498.3;483.78
VKMV5PK1004;SKF;0;576.84;490.38;432.96;403.92;397.98;386.76
VKMV5PK1008;SKF;0;699.6;594.66;524.7;489.72;482.46;468.6
VKMV5PK1010;SKF;0;504.24;428.34;378.18;353.1;347.82;337.92
VKMV5PK1020;SKF;0;583.44;495.66;437.58;408.54;402.6;390.72
VKMV5PK1025;SKF;0;510.18;433.62;382.8;357.06;351.78;341.88
VKMV5PK1028;SKF;0;531.96;452.1;399.3;372.24;366.96;356.4
VKMV5PK1030;SKF;0;528;448.8;396;369.6;364.32;353.76
VKMV5PK1042;SKF;0;493.02;419.1;369.6;345.18;339.9;330
VKMV5PK1050;SKF;0;617.1;524.7;462.66;432.3;425.7;413.16
VKMV5PK1060;SKF;0;632.28;537.24;474.54;442.86;436.26;423.72
VKMV5PK1065;SKF;0;628.32;533.94;471.24;439.56;433.62;421.08
VKMV5PK1070;SKF;0;494.34;420.42;370.92;345.84;341.22;331.32
VKMV5PK1072;SKF;0;508.86;432.3;381.48;356.4;351.12;341.22
VKMV5PK1080;SKF;0;632.28;537.24;474.54;442.86;436.26;423.72
VKMV5PK1090;SKF;0;590.7;502.26;442.86;413.82;407.88;396
VKMV5PK1094;SKF;0;665.94;566.28;499.62;465.96;459.36;446.16
VKMV5PK1100;SKF;0;628.32;533.94;471.24;439.56;433.62;421.08
VKMV5PK1104;SKF;0;753.72;640.86;565.62;527.34;520.08;504.9
VKMV5PK1110;SKF;0;569.58;484.44;427.02;398.64;392.7;381.48
VKMV5PK1120;SKF;0;619.74;526.68;464.64;433.62;427.68;415.14
VKMV5PK1121;SKF;0;629.64;535.26;472.56;440.88;434.28;421.74
VKMV5PK1125;SKF;0;795.3;675.84;596.64;557.04;548.46;532.62
VKMV5PK1130;SKF;0;669.9;569.58;502.26;469.26;462;448.8
VKMV5PK1135;SKF;0;575.52;489.06;431.64;402.6;397.32;385.44
VKMV5PK1137;SKF;0;678.48;576.84;508.86;475.2;467.94;454.74
VKMV5PK1138;SKF;0;708.84;602.58;531.96;496.32;489.06;475.2
VKMV5PK1140;SKF;0;576.84;490.38;432.96;403.92;397.98;386.76
VKMV5PK1144;SKF;0;644.82;547.8;483.78;451.44;444.84;432.3
VKMV5PK1145;SKF;0;585.42;497.64;438.9;409.86;403.92;392.04
VKMV5PK1148;SKF;0;599.28;509.52;449.46;419.76;413.82;401.28
VKMV5PK1150;SKF;0;486.42;413.16;364.98;340.56;335.94;326.04
VKMV5PK1151;SKF;0;619.74;526.68;464.64;433.62;427.68;415.14
VKMV5PK1152;SKF;0;546.48;464.64;409.86;382.8;376.86;366.3
VKMV5PK1153;SKF;0;693.66;589.38;520.08;485.76;478.5;464.64
VKMV5PK1155;SKF;0;805.2;684.42;603.9;563.64;555.72;539.22
VKMV5PK1160;SKF;0;590.7;502.26;442.86;413.82;407.88;396
VKMV5PK1163;SKF;0;619.74;526.68;464.64;433.62;427.68;415.14
VKMV5PK1165;SKF;0;704.88;599.28;528.66;493.68;486.42;472.56
VKMV5PK1175;SKF;0;619.74;526.68;464.64;433.62;427.68;415.14
VKMV5PK1190;SKF;0;723.36;615.12;542.52;506.22;498.96;484.44
VKMV5PK1195;SKF;0;601.92;511.5;451.44;421.08;415.14;403.26
